1.0,1.29,2.31,1.29,2.31,1.29,2.31,1.29,2.31
1.1,1.39,2.40,1.39,2.40,1.39,2.40,1.39,2.40
1.2,1.48,2.50,1.48,2.50,1.48,2.50,1.48,2.50
1.3,1.58,2.60,1.58,2.60,1.58,2.60,1.58,2.60
1.4,1.68,2.69,1.68,2.69,1.68,2.69,1.68,2.69
1.5,1.77,2.79,1.77,2.79,1.77,2.79,1.77,2.79
1.6,1.87,2.89,1.87,2.89,1.87,2.89,1.87,2.89
1.7,1.97,2.99,1.97,2.99,1.97,2.99,1.97,2.99
1.8,2.06,3.08,2.06,3.08,2.06,3.08,2.06,3.08
1.9,2.16,3.18,2.16,3.18,2.16,3.18,2.16,3.18
2.0,2.26,3.28,2.26,3.28,2.26,3.28,2.26,3.28
2.1,2.35,3.38,2.35,3.38,2.35,3.38,2.35,3.38
2.2,2.45,3.47,2.45,3.47,2.45,3.47,2.45,3.47
2.3,2.54,3.57,2.54,3.57,2.54,3.57,2.54,3.57
2.4,2.64,3.67,2.64,3.67,2.64,3.67,2.64,3.67
2.5,2.74,3.76,2.74,3.76,2.74,3.76,2.74,3.76
2.6,2.83,3.86,2.83,3.86,2.83,3.86,2.83,3.86
2.7,2.93,3.96,2.93,3.96,2.93,3.96,2.93,3.96
2.8,3.02,4.05,3.02,4.05,3.02,4.05,3.02,4.05
2.9,3.12,4.15,3.12,4.15,3.12,4.15,3.12,4.15
3.0,3.22,4.25,3.22,4.25,3.22,4.25,3.22,4.25
3.1,3.31,4.34,3.31,4.34,3.31,4.34,3.31,4.34
3.2,3.41,4.44,3.41,4.44,3.41,4.44,3.41,4.44
3.3,3.50,4.54,3.50,4.54,3.50,4.54,3.50,4.54
3.4,3.60,4.63,3.60,4.63,3.60,4.63,3.60,4.63
3.5,3.70,4.73,3.70,4.73,3.70,4.73,3.70,4.73
3.6,3.79,4.83,3.79,4.83,3.79,4.83,3.79,4.83
3.7,3.89,4.92,3.89,4.92,3.89,4.92,3.89,4.92
3.8,3.98,5.02,3.98,5.02,3.98,5.02,3.98,5.02
3.9,4.08,5.12,4.08,5.12,4.08,5.12,4.08,5.12
4.0,4.17,5.21,4.17,5.21,4.17,5.21,4.17,5.21
4.1,4.27,5.31,4.27,5.31,4.27,5.31,4.27,5.31
4.2,4.36,5.40,4.36,5.40,4.36,5.40,4.36,5.40
4.3,4.46,5.50,4.46,5.50,4.46,5.50,4.46,5.50
4.4,4.55,5.60,4.55,5.60,4.55,5.60,4.55,5.60
4.5,4.65,5.69,4.65,5.69,4.65,5.69,4.65,5.69
4.6,4.75,5.79,4.75,5.79,4.75,5.79,4.75,5.79
4.7,4.84,5.89,4.84,5.89,4.84,5.89,4.84,5.89
4.8,4.94,5.98,4.94,5.98,4.94,5.98,4.94,5.98
4.9,5.03,6.08,5.03,6.08,5.03,6.08,5.03,6.08
5.0,5.13,6.17,5.13,6.17,5.13,6.17,5.13,6.17
5.1,5.22,6.27,5.22,6.27,5.22,6.27,5.22,6.27
5.2,5.32,6.37,5.32,6.37,5.32,6.37,5.32,6.37
5.3,5.41,6.46,5.41,6.46,5.41,6.46,5.41,6.46
5.4,5.51,6.56,5.51,6.56,5.51,6.56,5.51,6.56
5.5,5.60,6.65,5.60,6.65,5.60,6.65,5.60,6.65
5.6,5.70,6.75,5.70,6.75,5.70,6.75,5.70,6.75
5.7,5.79,6.85,5.79,6.85,5.79,6.85,5.79,6.85
5.8,5.89,6.94,5.89,6.94,5.89,6.94,5.89,6.94
5.9,5.98,7.04,5.98,7.04,5.98,7.04,5.98,7.04
6.0,6.08,7.13,6.08,7.13,6.08,7.13,6.08,7.13
6.1,6.17,7.23,6.17,7.23,6.17,7.23,6.17,7.23
6.2,6.27,7.32,6.27,7.32,6.27,7.32,6.27,7.32
6.3,6.36,7.42,6.36,7.42,6.36,7.42,6.36,7.42
6.4,6.46,7.52,6.46,7.52,6.46,7.52,6.46,7.52
6.5,6.55,7.61,6.55,7.61,6.55,7.61,6.55,7.61
6.6,6.65,7.71,6.65,7.71,6.65,7.71,6.65,7.71
6.7,6.74,7.80,6.74,7.80,6.74,7.80,6.74,7.80
6.8,6.84,7.90,6.84,7.90,6.84,7.90,6.84,7.90
6.9,6.93,7.99,6.93,7.99,6.93,7.99,6.93,7.99
7.0,7.02,8.09,7.02,8.09,7.02,8.09,7.02,8.09
7.1,7.12,8.19,7.12,8.19,7.12,8.19,7.12,8.19
7.2,7.21,8.28,7.21,8.28,7.21,8.28,7.21,8.28
7.3,7.31,8.38,7.31,8.38,7.31,8.38,7.31,8.38
7.4,7.40,8.47,7.40,8.47,7.40,8.47,7.40,8.47
7.5,7.50,8.57,7.50,8.57,7.50,8.57,7.50,8.57
7.6,7.59,8.66,7.59,8.66,7.59,8.66,7.59,8.66
7.7,7.69,8.76,7.69,8.76,7.69,8.76,7.69,8.76
7.8,7.78,8.85,7.78,8.85,7.78,8.85,7.78,8.85
7.9,7.88,8.95,7.88,8.95,7.88,8.95,7.88,8.95
8.0,7.97,9.04,7.97,9.04,7.97,9.04,7.97,9.04
8.1,8.07,9.14,8.07,9.14,8.07,9.14,8.07,9.14
8.2,8.16,9.24,8.16,9.24,8.16,9.24,8.16,9.24
8.3,8.26,9.33,8.26,9.33,8.26,9.33,8.26,9.33
8.4,8.35,9.43,8.35,9.43,8.35,9.43,8.35,9.43
8.5,8.44,9.52,8.44,9.52,8.44,9.52,8.44,9.52
8.6,8.54,9.62,8.54,9.62,8.54,9.62,8.54,9.62
8.7,8.63,9.71,8.63,9.71,8.63,9.71,8.63,9.71
8.8,8.73,9.81,8.73,9.81,8.73,9.81,8.73,9.81
8.9,8.82,9.90,8.82,9.90,8.82,9.90,8.82,9.90
9.0,8.92,10.00,8.92,10.00,8.92,10.00,8.92,10.00
9.1,9.01,10.09,9.01,10.09,9.01,10.09,9.01,10.09
9.2,9.11,10.19,9.11,10.19,9.11,10.19,9.11,10.19
9.3,9.20,10.28,9.20,10.28,9.20,10.28,9.20,10.28
9.4,9.29,10.38,9.29,10.38,9.29,10.38,9.29,10.38
9.5,9.39,10.47,9.39,10.47,9.39,10.47,9.39,10.47
9.6,9.48,10.57,9.48,10.57,9.48,10.57,9.48,10.57
9.7,9.58,10.67,9.58,10.67,9.58,10.67,9.58,10.67
9.8,9.67,10.76,9.67,10.76,9.67,10.76,9.67,10.76
9.9,9.77,10.86,9.77,10.86,9.77,10.86,9.77,10.86
10.0,9.86,10.95,9.86,10.95,9.86,10.95,9.86,10.95
10.1,9.96,11.05,9.96,11.05,9.96,11.05,9.96,11.05
10.2,10.05,11.14,10.05,11.14,10.05,11.14,10.05,11.14
10.3,10.14,11.24,10.14,11.24,10.14,11.24,10.14,11.24
10.4,10.24,11.33,10.24,11.33,10.24,11.33,10.24,11.33
10.5,10.33,11.43,10.33,11.43,10.33,11.43,10.33,11.43
10.6,10.43,11.52,10.43,11.52,10.43,11.52,10.43,11.52
10.7,10.52,11.62,10.52,11.62,10.52,11.62,10.52,11.62
10.8,10.62,11.71,10.62,11.71,10.62,11.71,10.62,11.71
10.9,10.71,11.81,10.71,11.81,10.71,11.81,10.71,11.81
11.0,10.81,11.90,10.81,11.90,10.81,11.90,10.81,11.90
11.1,10.90,12.00,10.90,12.00,10.90,12.00,10.90,12.00
11.2,10.99,12.09,10.99,12.09,10.99,12.09,10.99,12.09
11.3,11.09,12.19,11.09,12.19,11.09,12.19,11.09,12.19
11.4,11.18,12.28,11.18,12.28,11.18,12.28,11.18,12.28
11.5,11.28,12.38,11.28,12.38,11.28,12.38,11.28,12.38
11.6,11.37,12.47,11.37,12.47,11.37,12.47,11.37,12.47
11.7,11.47,12.57,11.47,12.57,11.47,12.57,11.47,12.57
11.8,11.56,12.66,11.56,12.66,11.56,12.66,11.56,12.66
11.9,11.66,12.76,11.66,12.76,11.66,12.76,11.66,12.76
12.0,11.75,12.85,11.75,12.85,11.75,12.85,11.75,12.85
12.1,11.84,12.95,11.84,12.95,11.84,12.95,11.84,12.95
12.2,11.94,13.04,11.94,13.04,11.94,13.04,11.94,13.04
12.3,12.03,13.14,12.03,13.14,12.03,13.14,12.03,13.14
12.4,12.13,13.23,12.13,13.23,12.13,13.23,12.13,13.23
12.5,12.22,13.33,12.22,13.33,12.22,13.33,12.22,13.33
12.6,12.32,13.43,12.32,13.43,12.32,13.43,12.32,13.43
12.7,12.41,13.52,12.41,13.52,12.41,13.52,12.41,13.52
12.8,12.51,13.62,12.51,13.62,12.51,13.62,12.51,13.62
12.9,12.60,13.71,12.60,13.71,12.60,13.71,12.60,13.71
13.0,12.69,13.81,12.69,13.81,12.69,13.81,12.69,13.81
13.1,12.79,13.90,12.79,13.90,12.79,13.90,12.79,13.90
13.2,12.88,14.00,12.88,14.00,12.88,14.00,12.88,14.00
13.3,12.98,14.09,12.98,14.09,12.98,14.09,12.98,14.09
13.4,13.07,14.19,13.07,14.19,13.07,14.19,13.07,14.19
13.5,13.17,14.28,13.17,14.28,13.17,14.28,13.17,14.28
13.6,13.26,14.38,13.26,14.38,13.26,14.38,13.26,14.38
13.7,13.36,14.47,13.36,14.47,13.36,14.47,13.36,14.47
13.8,13.45,14.57,13.45,14.57,13.45,14.57,13.45,14.57
13.9,13.54,14.66,13.54,14.66,13.54,14.66,13.54,14.66
14.0,13.64,14.76,13.64,14.76,13.64,14.76,13.64,14.76
14.1,13.73,14.85,13.73,14.85,13.73,14.85,13.73,14.85
14.2,13.83,14.95,13.83,14.95,13.83,14.95,13.83,14.95
14.3,13.92,15.04,13.92,15.04,13.92,15.04,13.92,15.04
14.4,14.02,15.14,14.02,15.14,14.02,15.14,14.02,15.14
14.5,14.11,15.23,14.11,15.23,14.11,15.23,14.11,15.23
14.6,14.21,15.33,14.21,15.33,14.21,15.33,14.21,15.33
14.7,14.30,15.42,14.30,15.42,14.30,15.42,14.30,15.42
14.8,14.39,15.52,14.39,15.52,14.39,15.52,14.39,15.52
14.9,14.49,15.61,14.49,15.61,14.49,15.61,14.49,15.61
15.0,14.58,15.71,14.58,15.71,14.58,15.71,14.58,15.71
15.1,14.68,15.80,14.68,15.80,14.68,15.80,14.68,15.80
15.2,14.77,15.90,14.77,15.90,14.77,15.90,14.77,15.90
15.3,14.87,15.99,14.87,15.99,14.87,15.99,14.87,15.99
15.4,14.96,16.09,14.96,16.09,14.96,16.09,14.96,16.09
15.5,15.06,16.18,15.06,16.18,15.06,16.18,15.06,16.18
15.6,15.15,16.28,15.15,16.28,15.15,16.28,15.15,16.28
15.7,15.25,16.37,15.25,16.37,15.25,16.37,15.25,16.37
15.8,15.34,16.47,15.34,16.47,15.34,16.47,15.34,16.47
15.9,15.44,16.56,15.44,16.56,15.44,16.56,15.44,16.56
16.0,15.53,16.66,15.53,16.66,15.53,16.66,15.53,16.66
16.1,15.62,16.75,15.62,16.75,15.62,16.75,15.62,16.75
16.2,15.72,16.85,15.72,16.85,15.72,16.85,15.72,16.85
16.3,15.81,16.94,15.81,16.94,15.81,16.94,15.81,16.94
16.4,15.91,17.04,15.91,17.04,15.91,17.04,15.91,17.04
16.5,16.00,17.14,16.00,17.14,16.00,17.14,16.00,17.14
16.6,16.10,17.23,16.10,17.23,16.10,17.23,16.10,17.23
16.7,16.19,17.33,16.19,17.33,16.19,17.33,16.19,17.33
