1.0,1.72,2.26,1.72,2.26,1.72,2.26,1.72,2.26
1.1,1.81,2.36,1.81,2.36,1.81,2.36,1.81,2.36
1.2,1.91,2.46,1.91,2.46,1.91,2.46,1.91,2.46
1.3,2.00,2.56,2.00,2.56,2.00,2.56,2.00,2.56
1.4,2.09,2.66,2.09,2.66,2.09,2.66,2.09,2.66
1.5,2.19,2.75,2.19,2.75,2.19,2.75,2.19,2.75
1.6,2.28,2.85,2.28,2.85,2.28,2.85,2.28,2.85
1.7,2.37,2.95,2.37,2.95,2.37,2.95,2.37,2.95
1.8,2.47,3.05,2.47,3.05,2.47,3.05,2.47,3.05
1.9,2.56,3.14,2.56,3.14,2.56,3.14,2.56,3.14
2.0,2.66,3.24,2.66,3.24,2.66,3.24,2.66,3.24
2.1,2.75,3.34,2.75,3.34,2.75,3.34,2.75,3.34
2.2,2.84,3.44,2.84,3.44,2.84,3.44,2.84,3.44
2.3,2.94,3.54,2.94,3.54,2.94,3.54,2.94,3.54
2.4,3.03,3.63,3.03,3.63,3.03,3.63,3.03,3.63
2.5,3.13,3.73,3.13,3.73,3.13,3.73,3.13,3.73
2.6,3.22,3.83,3.22,3.83,3.22,3.83,3.22,3.83
2.7,3.31,3.92,3.31,3.92,3.31,3.92,3.31,3.92
2.8,3.41,4.02,3.41,4.02,3.41,4.02,3.41,4.02
2.9,3.50,4.12,3.50,4.12,3.50,4.12,3.50,4.12
3.0,3.59,4.22,3.59,4.22,3.59,4.22,3.59,4.22
3.1,3.69,4.31,3.69,4.31,3.69,4.31,3.69,4.31
3.2,3.78,4.41,3.78,4.41,3.78,4.41,3.78,4.41
3.3,3.87,4.51,3.87,4.51,3.87,4.51,3.87,4.51
3.4,3.97,4.61,3.97,4.61,3.97,4.61,3.97,4.61
3.5,4.06,4.70,4.06,4.70,4.06,4.70,4.06,4.70
3.6,4.16,4.80,4.16,4.80,4.16,4.80,4.16,4.80
3.7,4.25,4.90,4.25,4.90,4.25,4.90,4.25,4.90
3.8,4.34,4.99,4.34,4.99,4.34,4.99,4.34,4.99
3.9,4.44,5.09,4.44,5.09,4.44,5.09,4.44,5.09
4.0,4.53,5.19,4.53,5.19,4.53,5.19,4.53,5.19
4.1,4.62,5.28,4.62,5.28,4.62,5.28,4.62,5.28
4.2,4.72,5.38,4.72,5.38,4.72,5.38,4.72,5.38
4.3,4.81,5.48,4.81,5.48,4.81,5.48,4.81,5.48
4.4,4.90,5.58,4.90,5.58,4.90,5.58,4.90,5.58
4.5,5.00,5.67,5.00,5.67,5.00,5.67,5.00,5.67
4.6,5.09,5.77,5.09,5.77,5.09,5.77,5.09,5.77
4.7,5.18,5.87,5.18,5.87,5.18,5.87,5.18,5.87
4.8,5.28,5.96,5.28,5.96,5.28,5.96,5.28,5.96
4.9,5.37,6.06,5.37,6.06,5.37,6.06,5.37,6.06
5.0,5.47,6.16,5.47,6.16,5.47,6.16,5.47,6.16
5.1,5.56,6.25,5.56,6.25,5.56,6.25,5.56,6.25
5.2,5.65,6.35,5.65,6.35,5.65,6.35,5.65,6.35
5.3,5.75,6.45,5.75,6.45,5.75,6.45,5.75,6.45
5.4,5.84,6.54,5.84,6.54,5.84,6.54,5.84,6.54
5.5,5.93,6.64,5.93,6.64,5.93,6.64,5.93,6.64
5.6,6.03,6.73,6.03,6.73,6.03,6.73,6.03,6.73
5.7,6.12,6.83,6.12,6.83,6.12,6.83,6.12,6.83
5.8,6.21,6.93,6.21,6.93,6.21,6.93,6.21,6.93
5.9,6.31,7.02,6.31,7.02,6.31,7.02,6.31,7.02
6.0,6.40,7.12,6.40,7.12,6.40,7.12,6.40,7.12
6.1,6.49,7.22,6.49,7.22,6.49,7.22,6.49,7.22
6.2,6.59,7.31,6.59,7.31,6.59,7.31,6.59,7.31
