1.0,0.87,1.55,0.91,1.62
1.1,0.95,1.65,0.99,1.72
1.2,1.04,1.75,1.08,1.81
1.3,1.13,1.84,1.16,1.91
1.4,1.21,1.94,1.25,2.01
1.5,1.30,2.04,1.33,2.10
1.6,1.39,2.13,1.42,2.20
1.7,1.47,2.23,1.51,2.29
1.8,1.56,2.33,1.59,2.39
1.9,1.65,2.42,1.68,2.48
2.0,1.74,2.52,1.77,2.58
2.1,1.82,2.62,1.85,2.67
2.2,1.91,2.71,1.94,2.77
2.3,2.00,2.81,2.03,2.86
2.4,2.09,2.91,2.11,2.96
2.5,2.18,3.00,2.20,3.06
2.6,2.27,3.10,2.29,3.15
2.7,2.35,3.20,2.38,3.25
2.8,2.44,3.30,2.46,3.34
2.9,2.53,3.39,2.55,3.44
3.0,2.62,3.49,2.64,3.53
3.1,2.71,3.59,2.73,3.63
3.2,2.80,3.68,2.82,3.73
3.3,2.89,3.78,2.91,3.82
3.4,2.98,3.88,2.99,3.92
3.5,3.07,3.97,3.08,4.01
3.6,3.16,4.07,3.17,4.11
3.7,3.25,4.17,3.26,4.21
3.8,3.34,4.27,3.35,4.30
3.9,3.43,4.36,3.44,4.40
4.0,3.52,4.46,3.53,4.49
4.1,3.61,4.56,3.62,4.59
4.2,3.70,4.65,3.71,4.69
4.3,3.79,4.75,3.80,4.78
4.4,3.88,4.85,3.89,4.88
4.5,3.97,4.94,3.98,4.98
4.6,4.06,5.04,4.07,5.07
4.7,4.15,5.14,4.16,5.17
4.8,4.24,5.24,4.25,5.26
4.9,4.33,5.33,4.34,5.36
5.0,4.43,5.43,4.43,5.46
5.1,4.52,5.53,4.53,5.55
5.2,4.61,5.63,4.62,5.65
5.3,4.70,5.72,4.71,5.75
5.4,4.79,5.82,4.80,5.84
5.5,4.89,5.92,4.89,5.94
5.6,4.98,6.01,4.98,6.04
5.7,5.07,6.11,5.07,6.13
5.8,5.16,6.21,5.17,6.23
5.9,5.25,6.31,5.26,6.33
6.0,5.35,6.40,5.35,6.42
6.1,5.44,6.50,5.44,6.52
6.2,5.53,6.60,5.53,6.62
6.3,5.63,6.70,5.63,6.71
6.4,5.72,6.79,5.72,6.81
6.5,5.81,6.89,5.81,6.91
6.6,5.90,6.99,5.91,7.00
6.7,6.00,7.09,6.00,7.10
6.8,6.09,7.18,6.09,7.20
6.9,6.18,7.28,6.18,7.29
7.0,6.28,7.38,6.28,7.39
7.1,6.37,7.47,6.37,7.49
7.2,6.47,7.57,6.46,7.58
7.3,6.56,7.67,6.56,7.68
7.4,6.65,7.77,6.65,7.78
7.5,6.75,7.86,6.75,7.87
7.6,6.84,7.96,6.84,7.97
7.7,6.94,8.06,6.93,8.07
7.8,7.03,8.16,7.03,8.17
7.9,7.12,8.25,7.12,8.26
8.0,7.22,8.35,7.22,8.36
8.1,7.31,8.45,7.31,8.46
8.2,7.41,8.55,7.40,8.55
8.3,7.50,8.65,7.50,8.65
8.4,7.60,8.74,7.59,8.75
8.5,7.69,8.84,7.69,8.84
8.6,7.79,8.94,7.78,8.94
8.7,7.88,9.04,7.88,9.04
8.8,7.98,9.13,7.97,9.14
8.9,8.07,9.23,8.07,9.23
9.0,8.17,9.33,8.16,9.33
9.1,8.26,9.43,8.26,9.43
9.2,8.36,9.52,8.35,9.53
9.3,8.45,9.62,8.45,9.62
9.4,8.55,9.72,8.54,9.72
9.5,8.65,9.82,8.64,9.82
9.6,8.74,9.91,8.74,9.91
9.7,8.84,10.01,8.83,10.01
9.8,8.93,10.11,8.93,10.11
9.9,9.03,10.21,9.02,10.21
10.0,9.12,10.31,9.12,10.30
10.1,9.22,10.40,9.21,10.40
10.2,9.32,10.50,9.31,10.50
10.3,9.41,10.60,9.41,10.60
10.4,9.51,10.70,9.50,10.69
10.5,9.61,10.80,9.60,10.79
10.6,9.70,10.89,9.70,10.89
10.7,9.80,10.99,9.79,10.99
10.8,9.89,11.09,9.89,11.08
10.9,9.99,11.19,9.98,11.18
11.0,10.09,11.28,10.08,11.28
11.1,10.18,11.38,10.18,11.38
11.2,10.28,11.48,10.27,11.48
11.3,10.38,11.58,10.37,11.57
11.4,10.48,11.68,10.47,11.67
11.5,10.57,11.77,10.56,11.77
11.6,10.67,11.87,10.66,11.87
11.7,10.77,11.97,10.76,11.96
11.8,10.86,12.07,10.86,12.06
11.9,10.96,12.17,10.95,12.16
12.0,11.06,12.26,11.05,12.26
12.1,11.15,12.36,11.15,12.35
12.2,11.25,12.46,11.24,12.45
12.3,11.35,12.56,11.34,12.55
12.4,11.45,12.66,11.44,12.65
12.5,11.54,12.75,11.54,12.75
12.6,11.64,12.85,11.63,12.84
12.7,11.74,12.95,11.73,12.94
12.8,11.84,13.05,11.83,13.04
12.9,11.93,13.15,11.93,13.14
13.0,12.03,13.24,12.02,13.24
13.1,12.13,13.34,12.12,13.33
13.2,12.23,13.44,12.22,13.43
13.3,12.33,13.54,12.32,13.53
13.4,12.42,13.64,12.42,13.63
13.5,12.52,13.73,12.51,13.73
13.6,12.62,13.83,12.61,13.82
13.7,12.72,13.93,12.71,13.92
13.8,12.81,14.03,12.81,14.02
13.9,12.91,14.13,12.91,14.12
14.0,13.01,14.23,13.00,14.22
14.1,13.11,14.32,13.10,14.31
14.2,13.21,14.42,13.20,14.41
14.3,13.31,14.52,13.30,14.51
14.4,13.40,14.62,13.40,14.61
14.5,13.50,14.72,13.50,14.71
14.6,13.60,14.81,13.59,14.80
14.7,13.70,14.91,13.69,14.90
14.8,13.80,15.01,13.79,15.00
14.9,13.90,15.11,13.89,15.10
15.0,13.99,15.21,13.99,15.20
15.1,14.09,15.31,14.09,15.29
15.2,14.19,15.40,14.19,15.39
15.3,14.29,15.50,14.28,15.49
15.4,14.39,15.60,14.38,15.59
15.5,14.49,15.70,14.48,15.69
15.6,14.59,15.80,14.58,15.79
15.7,14.68,15.90,14.68,15.88
15.8,14.78,15.99,14.78,15.98
15.9,14.88,16.09,14.88,16.08
16.0,14.98,16.19,14.98,16.18
16.1,15.08,16.29,15.07,16.28
16.2,15.18,16.39,15.17,16.38
16.3,15.28,16.49,15.27,16.47
16.4,15.38,16.58,15.37,16.57
16.5,15.48,16.68,15.47,16.67
16.6,15.57,16.78,15.57,16.77
16.7,15.67,16.88,15.67,16.87
16.8,15.77,16.98,15.77,16.97
16.9,15.87,17.08,15.87,17.06
17.0,15.97,17.17,15.97,17.16
17.1,16.07,17.27,16.07,17.26
17.2,16.17,17.37,16.17,17.36
17.3,16.27,17.47,16.26,17.46
17.4,16.37,17.57,16.36,17.56
17.5,16.47,17.67,16.46,17.65
17.6,16.57,17.76,16.56,17.75
17.7,16.66,17.86,16.66,17.85
17.8,16.76,17.96,16.76,17.95
17.9,16.86,18.06,16.86,18.05
18.0,16.96,18.16,16.96,18.15
18.1,17.06,18.26,17.06,18.24
18.2,17.16,18.36,17.16,18.34
18.3,17.26,18.45,17.26,18.44
18.4,17.36,18.55,17.36,18.54
18.5,17.46,18.65,17.46,18.64
18.6,17.56,18.75,17.56,18.74
18.7,17.66,18.85,17.66,18.84
18.8,17.76,18.95,17.76,18.93
18.9,17.86,19.05,17.86,19.03
19.0,17.96,19.14,17.96,19.13
19.1,18.06,19.24,18.05,19.23
19.2,18.16,19.34,18.15,19.33
19.3,18.26,19.44,18.25,19.43
19.4,18.35,19.54,18.35,19.53
19.5,18.45,19.64,18.45,19.62
19.6,18.55,19.73,18.55,19.72
19.7,18.65,19.83,18.65,19.82
19.8,18.75,19.93,18.75,19.92
19.9,18.85,20.03,18.85,20.02
20.0,18.95,20.13,18.95,20.12
20.1,19.05,20.23,19.05,20.22
20.2,19.15,20.33,19.15,20.31
20.3,19.25,20.43,19.25,20.41
20.4,19.35,20.52,19.35,20.51
20.5,19.45,20.62,19.45,20.61
20.6,19.55,20.72,19.55,20.71
20.7,19.65,20.82,19.65,20.81
20.8,19.75,20.92,19.75,20.91
20.9,19.85,21.02,19.85,21.00
21.0,19.95,21.12,19.95,21.10
21.1,20.05,21.21,20.05,21.20
21.2,20.15,21.31,20.15,21.30
21.3,20.25,21.41,20.25,21.40
21.4,20.35,21.51,20.35,21.50
21.5,20.45,21.61,20.45,21.60
21.6,20.55,21.71,20.55,21.70
21.7,20.65,21.81,20.65,21.79
21.8,20.75,21.91,20.75,21.89
21.9,20.85,22.00,20.85,21.99
22.0,20.95,22.10,20.95,22.09
22.1,21.05,22.20,21.05,22.19
22.2,21.15,22.30,21.15,22.29
22.3,21.25,22.40,21.25,22.39
22.4,21.35,22.50,21.35,22.49
22.5,21.45,22.60,21.45,22.58
22.6,21.55,22.69,21.55,22.68
22.7,21.65,22.79,21.65,22.78
22.8,21.75,22.89,21.75,22.88
22.9,21.85,22.99,21.85,22.98
23.0,21.95,23.09,21.95,23.08
23.1,22.05,23.19,22.05,23.18
23.2,22.15,23.29,22.15,23.28
23.3,22.25,23.39,22.25,23.37
23.4,22.35,23.48,22.35,23.47
23.5,22.45,23.58,22.45,23.57
23.6,22.55,23.68,22.55,23.67
23.7,22.65,23.78,22.65,23.77
23.8,22.75,23.88,22.75,23.87
23.9,22.85,23.98,22.85,23.97
24.0,22.95,24.08,22.95,24.07
24.1,23.05,24.18,23.05,24.17
24.2,23.15,24.28,23.15,24.26
24.3,23.25,24.37,23.25,24.36
24.4,23.35,24.47,23.35,24.46
24.5,23.45,24.57,23.45,24.56
24.6,23.55,24.67,23.55,24.66
24.7,23.65,24.77,23.65,24.76
24.8,23.75,24.87,23.75,24.86
24.9,23.85,24.97,23.85,24.96
25.0,23.95,25.07,23.95,25.05
25.1,24.05,25.16,24.05,25.15
25.2,24.15,25.26,24.15,25.25
25.3,24.25,25.36,24.25,25.35
25.4,24.35,25.46,24.35,25.45
25.5,24.45,25.56,24.45,25.55
25.6,24.55,25.66,24.55,25.65
25.7,24.65,25.76,24.65,25.75
25.8,24.75,25.86,24.75,25.85
25.9,24.85,25.96,24.85,25.95
26.0,24.95,26.05,24.95,26.04
26.1,25.05,26.15,25.05,26.14
26.2,25.15,26.25,25.15,26.24
26.3,25.25,26.35,25.25,26.34
26.4,25.35,26.45,25.35,26.44
26.5,25.45,26.55,25.46,26.54
26.6,25.55,26.65,25.56,26.64
26.7,25.65,26.75,25.66,26.74
26.8,25.75,26.85,25.76,26.84
26.9,25.85,26.95,25.86,26.93
27.0,25.95,27.04,25.96,27.03
27.1,26.05,27.14,26.06,27.13
27.2,26.15,27.24,26.16,27.23
27.3,26.25,27.34,26.26,27.33
27.4,26.35,27.44,26.36,27.43
27.5,26.45,27.54,26.46,27.53
27.6,26.55,27.64,26.56,27.63
27.7,26.65,27.74,26.66,27.73
27.8,26.75,27.84,26.76,27.82
27.9,26.85,27.93,26.86,27.92
28.0,26.95,28.03,26.96,28.02
28.1,27.05,28.13,27.06,28.12
28.2,27.15,28.23,27.16,28.22
28.3,27.25,28.33,27.26,28.32
28.4,27.35,28.43,27.36,28.42
28.5,27.45,28.53,27.46,28.52
28.6,27.55,28.63,27.56,28.62
28.7,27.65,28.73,27.66,28.72
28.8,27.75,28.83,27.76,28.81
28.9,27.85,28.92,27.86,28.91
29.0,27.95,29.02,27.96,29.01
29.1,28.05,29.12,28.06,29.11
29.2,28.15,29.22,28.16,29.21
29.3,28.25,29.32,28.26,29.31
29.4,28.35,29.42,28.36,29.41
29.5,28.45,29.52,28.46,29.51
29.6,28.55,29.62,28.56,29.61
29.7,28.65,29.72,28.66,29.71
29.8,28.75,29.82,28.76,29.80
29.9,28.85,29.91,28.86,29.90
30.0,28.95,30.01,28.96,30.00
30.1,29.05,30.11,29.06,30.10
30.2,29.15,30.21,29.16,30.20
30.3,29.25,30.31,29.26,30.30
30.4,29.35,30.41,29.36,30.40
30.5,29.45,30.51,29.46,30.50
30.6,29.55,30.61,29.56,30.60
30.7,29.65,30.71,29.66,30.70
30.8,29.75,30.81,29.76,30.80
30.9,29.85,30.90,29.86,30.89
31.0,29.95,31.00,29.96,30.99
